title,actor,actress,genre,budget,revenue,imdb_score,success
Dolor y dinero,Mark Wahlberg,Dwayne Johnson,Acción,25000000,87305549,6.3,1
Millennium: Los hombres que no amaban a las mujeres,Daniel Craig,Rooney Mara,Suspense,90000000,232617430,7.4,1
이모의 유혹 3,Sae Bom,Ah Reum,Romance,0,0,7.3,0
Han Solo: Una historia de Star Wars,Alden Ehrenreich,Joonas Suotamo,Ciencia ficción,250000000,392952373,6.558,1
Need for Speed,Aaron Paul,Dominic Cooper,Acción,66000000,203277636,6.4,1
2067,Kodi Smit-McPhee,Ryan Kwanten,Ciencia ficción,0,0,5.3,0
Asesinato en el Orient Express,Albert Finney,Lauren Bacall,Drama,1400000,35700000,7.142,1
Moonfall,Halle Berry,Patrick Wilson,Ciencia ficción,146000000,67319703,6.316,0
Silent Hill,Radha Mitchell,Sean Bean,Terror,50000000,100605135,6.577,1
El exorcista II: El hereje,Richard Burton,Linda Blair,Drama,14000000,30749142,4.5,1
Reptiles,Benicio del Toro,Justin Timberlake,Crimen,0,0,6.7,0
Arthur Christmas: Operación regalo,James McAvoy,Hugh Laurie,Drama,10000000,151300000,6.8,1
Sin City: Ciudad del pecado,Bruce Willis,Jessica Alba,Suspense,40000000,158700000,7.5,1
육덕진미녀수사관,Im Cho-hee,민도윤,Romance,0,0,0.0,0
La balada de Buster Scruggs,Tim Blake Nelson,Willie Watson,Western,0,0,7.135,0
Fatale,Hilary Swank,Michael Ealy,Drama,0,0,6.0,0
Sociedad de Honor,Angourie Rice,Gaten Matarazzo,Comedia,20000000,0,7.6,0
Triangle,Melissa George,Liam Hemsworth,Terror,12000000,1594955,6.922,0
La Torre Oscura,Idris Elba,Matthew McConaughey,Fantasía,60000000,113231078,5.742,1
Diamantes en bruto,Adam Sandler,LaKeith Stanfield,Drama,19000000,50023780,7.155,1
El último duelo,Jodie Comer,Matt Damon,Historia,100000000,30500000,7.4,0
默杀,Eric Wang,張鈞甯,Crimen,0,60000000,6.8,1
La maldición de Hannah Stevenson,Hannah Rose,Tom Hogan,Fantasía,0,0,5.9,0
Anacondas: La cacería por la orquídea sangrienta,KaDee Strickland,Johnny Messner,Aventura,20000000,71000000,5.5,1
El ultimátum de Bourne,Matt Damon,Julia Stiles,Acción,70000000,442824138,7.4,1
Death Race: Beyond Anarchy,Danny Trejo,Zach McGowan,Acción,0,0,6.2,0
El patriota,Mel Gibson,Heath Ledger,Drama,110000000,215294342,7.2,1
La bestia,Idris Elba,Leah Sava Jeffries,Suspense,0,56000000,6.6,1
Yu-Gi-Oh! La Película: La Leyenda del Dragón Negro de Ojos Rojos,緒方恵美,Hikaru Midorikawa,Aventura,0,0,7.0,0
Pornocracia: Las nuevas multinacionales del sexo,Arwen Gold,Stoya,Documental,0,0,7.0,0
Ha nacido una estrella,Lady Gaga,Bradley Cooper,Música,36000000,436388866,7.499,1
モーニング・ムーンは粗雑に,高樹澪,Junnosuke Saitô,Drama,0,0,3.0,0
Warhorse One,Johnny Strong,Athena Durner,Bélica,0,0,7.158,0
Armageddon,Bruce Willis,Billy Bob Thornton,Acción,140000000,553799566,6.839,1
Baghead,Freya Allan,Jeremy Irvine,Terror,0,6278395,6.554,1
Armageddon,Bruce Willis,Billy Bob Thornton,Acción,140000000,553799566,6.839,1
Baghead,Freya Allan,Jeremy Irvine,Terror,0,6278395,6.554,1
La generación del mal,Vytautas Kaniušonis,Ингеборга Дапкунайте,Drama,0,0,6.6,0
Spiderhead,Chris Hemsworth,Miles Teller,Ciencia ficción,0,0,5.792,0
American Gangster,Russell Crowe,Denzel Washington,Drama,100000000,266500000,7.6,1
Lo que el viento se llevó,Vivien Leigh,Clark Gable,Drama,4000000,402352579,7.94,1
El sastre de la mafia,Mark Rylance,Zoey Deutch,Crimen,5000000,4000000,7.1,0
Los descendientes 2,Dove Cameron,Cameron Boyce,Familia,0,0,7.4,0
Kill Bill: Volumen 2,Uma Thurman,David Carradine,Acción,30000000,152159461,7.9,1
Gorrión rojo,Jennifer Lawrence,Joel Edgerton,Suspense,69000000,151572634,6.535,1
El protector,Liam Neeson,Jacob Perez,Acción,23000000,23076711,6.833,1
Nausicaä del valle del viento,Sumi Shimamoto,永井一郎,Aventura,1000000,9016411,7.9,1
Años de sequía,Eric Bana,Genevieve O'Reilly,Crimen,0,15576286,6.833,1
Guinea Pig 2: Flowers of flesh and blood,Hiroshi Tamura,Kirara Yugao,Terror,125000,0,4.7,0
My Hero Academia: Dos héroes,Daiki Yamashita,Kenta Miyake,Animación,12000000,27507549,7.9,1
Hermanos,Tobey Maguire,Jake Gyllenhaal,Drama,26000000,43500000,7.319,1
Carter,주원,이성재,Acción,0,0,6.0,0
Anti-Life: La brecha,Bruce Willis,Thomas Jane,Ciencia ficción,0,39328,4.2,1
Lilo & Stitch 2: El efecto del defecto,Chris Sanders,Dakota Fanning,Animación,0,0,6.638,0
Una boda explosiva,Jennifer Lopez,Josh Duhamel,Acción,0,4495365,6.3,1
젊은엄마 : 디 오리지널,Jin Si-ah,Oh Gil-jae,Drama,0,0,6.0,0
Independence Day: Contraataque,Liam Hemsworth,Jeff Goldblum,Acción,165000000,389681935,5.328,1
Los caballeros de la mesa cuadrada y sus locos seguidores,Graham Chapman,John Cleese,Aventura,400000,5028948,7.8,1
Blancanieves,Rachel Zegler,Gal Gadot,Familia,269400000,0,0.0,0
American Pie: El reencuentro,Jason Biggs,Alyson Hannigan,Comedia,50000000,234989584,6.3,1
Arma fatal,Simon Pegg,Nick Frost,Crimen,12000000,80600000,7.6,1
Men in Black 3,Will Smith,Tommy Lee Jones,Acción,225000000,624000000,6.522,1
Crank: Alto Voltaje,Jason Statham,Amy Smart,Acción,20000000,34600000,6.076,1
The Descent,Shauna Macdonald,Natalie Mendoza,Aventura,3500000,57130027,7.0,1
Rocky IV,Sylvester Stallone,Dolph Lundgren,Drama,31000000,300500000,7.1,1
"Lie with Me, el diario íntimo de Leila",Lauren Lee Smith,Eric Balfour,Drama,2200000,0,5.172,0
127 horas,James Franco,Kate Mara,Aventura,18000000,35700000,7.085,1
Fuerzas especiales,Diane Kruger,Djimon Hounsou,Acción,10000000,3424648,6.7,0
Dumbo,Colin Farrell,Michael Keaton,Familia,170000000,353284621,6.6,1
Ola de Calor,Kat Graham,Merritt Patterson,Suspense,0,0,6.4,0
Linterna Verde,Ryan Reynolds,Blake Lively,Aventura,200000000,219851172,5.171,1
Tomb Raider,Alicia Vikander,Dominic West,Acción,94000000,274650803,6.4,1
Blood and Snow,Michael Swatton,Anne-Carolyne Binette,Ciencia ficción,0,0,6.3,0
Contratiempo,Mario Casas,Ana Wagener,Drama,4000000,30000000,8.113,1
Disobedience,Rachel Weisz,Rachel McAdams,Drama,6000000,8000000,6.9,1
Y tu mamá también,Diego Luna,Gael García Bernal,Drama,5000000,33600000,7.4,1
女子会してるお宅にM男くんが突撃参加！ お泊り女子会で夕方から朝がくるまで一日中犯されて小悪魔中出しされる！,Hana Shirato,Mai Kagari,Documental,0,0,7.0,0
Hamilton,Lin-Manuel Miranda,Leslie Odom Jr.,Historia,0,0,8.181,0
Sonrisas y lágrimas,Julie Andrews,Christopher Plummer,Drama,8200000,286214286,7.726,1
Elyas,Roschdy Zem,Laëtitia Eïdo,Acción,12460000,0,6.2,0
El asesino (War),Jet Li,Jason Statham,Acción,25000000,40452643,6.341,1
La visita,Olivia DeJonge,Ed Oxenbould,Terror,5000000,98450062,6.321,1
El cazador de recompensas,Christoph Waltz,Willem Dafoe,Western,0,81403,5.9,1
Jóvenes y brujas,Robin Tunney,Fairuza Balk,Terror,15000000,24800000,6.8,1
Peques,Ilana Glazer,Michelle Buteau,Comedia,3700000,3663309,6.0,0
Lilo & Stitch 2: El efecto del defecto,Chris Sanders,Dakota Fanning,Animación,0,0,6.638,0
Olivia Rodrigo: GUTS World Tour,Olivia Rodrigo,Hayley Brownell,Música,0,0,7.2,0
Los mercenarios 3,Sylvester Stallone,Jason Statham,Acción,95000000,214657577,6.219,1
BlackBerry,Jay Baruchel,Glenn Howerton,Comedia,5000000,2600000,7.162,0
Peter Pan: La gran aventura,Jason Isaacs,Jeremy Sumpter,Aventura,100000000,121975011,7.2,1
Sala de profesores,Leonie Benesch,Eva Löbau,Drama,0,0,7.3,0
Peter Rabbit 2: A la fuga,James Corden,Rose Byrne,Familia,45000000,153000000,7.108,1
El consentimiento,Kim Higelin,Jean-Paul Rouve,Historia,3700000,4710394,6.841,1
Los segundones,Snoop Dogg,Tika Sumpter,Comedia,30000000,0,7.018,0
Autómata,Antonio Banderas,Melanie Griffith,Suspense,7000000,6237990,5.849,0
Star Trek IV: Misión salvar la Tierra,William Shatner,Leonard Nimoy,Ciencia ficción,21000000,133000000,7.1,1
Atenea,Dali Benssalah,Anthony Bajon,Acción,0,0,6.624,0
Arthur,Mark Wahlberg,Nathalie Emmanuel,Aventura,19000000,34339848,7.8,1
Patrulla de aterrizaje. Operación: El secreto de Papá Noel,Sarah Chalke,Dave Foley,Animación,0,0,6.4,0
King Kong,Naomi Watts,Jack Black,Aventura,207000000,562363449,6.89,1
Cielo rojo,Thomas Schubert,Paula Beer,Drama,0,2147526,6.9,1
Lamb,Noomi Rapace,Hilmir Snær Guðnason,Drama,0,3200000,6.471,1
Godzilla contra King Ghidorah,佐々木勝彦,豊原功補,Acción,12000000,11000000,7.012,0
Beating Hearts,Adèle Exarchopoulos,François Civil,Romance,37315205,0,7.7,0
Fijación peligrosa,Kristina Klebe,Tanner Buchanan,Suspense,0,0,6.7,0
올리고당 더 무비,김남우,Lee Chae-dam,Drama,0,0,4.2,0
Ghost Rider: Espíritu de venganza,Nicolas Cage,Fergus Riordan,Acción,57000000,132563930,5.0,1
아이돌 섹스: LA 교포녀,Lee Chae-dam,Hae Il,Romance,0,0,1.0,0
Training Day (Día de entrenamiento),Denzel Washington,Ethan Hawke,Acción,45000000,104900000,7.5,1
No manches Frida,Omar Chaparro,Martha Higareda,Comedia,5000000,23500000,7.692,1
Tu mejor amigo,Josh Gad,K.J. Apa,Aventura,22000000,205000000,7.6,1
Chestnut: El héroe de Central Park,Abigail Breslin,Makenzie Vega,Familia,0,0,7.25,0
El mercenario,Dominique Vandenberg,Louis Mandylor,Acción,0,0,6.1,0
Close,Eden Dambrine,Gustav De Waele,Drama,0,3129968,7.8,1
Mortal Kombat Legends: La venganza de Scorpion,Patrick Seitz,Jordan Rodrigues,Animación,0,0,8.1,0
Underworld: La rebelión de los licántropos,Rhona Mitra,Bill Nighy,Fantasía,35000000,92158961,6.532,1
El astronauta,Adam Sandler,Paul Dano,Ciencia ficción,40000000,0,6.76,0
Cómo ganar millones antes de que muera la abuela,พุฒิพงศ์ อัสสรัตนกุล,Usha Seamkhum,Drama,0,59520000,7.829,1
Armageddon Time,Banks Repeta,Anne Hathaway,Drama,15000000,6524886,6.5,0
El padrino,Damian Chapa,Sal Lopez,Acción,0,0,7.017,0
Ejército de los ladrones,Matthias Schweighöfer,Nathalie Emmanuel,Acción,30000000,46900000,6.8,1
Jackass Forever,Johnny Knoxville,Steve-O,Comedia,10000000,80340218,6.816,1
Obsessed,송승헌,임지연,Drama,0,0,6.8,0
Inmortales,Henry Cavill,Mickey Rourke,Fantasía,75000000,226904017,6.02,1
50 primeras citas,Adam Sandler,Drew Barrymore,Comedia,75000000,196482882,6.864,1
The Concubine,조여정,김동욱,Drama,0,16465764,6.0,1
Saw II,Tobin Bell,Donnie Wahlberg,Terror,4000000,147748505,6.6,1
Posesión infernal (Evil Dead),Jane Levy,Shiloh Fernandez,Terror,17000000,97542952,6.555,1
Nimona,Chloë Grace Moretz,Riz Ahmed,Aventura,0,0,7.891,0
Lightyear,Chris Evans,Keke Palmer,Animación,200000000,226400000,6.962,1
Re:ZERO Kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Rie Takahashi,Yumi Uchiyama,Animación,0,0,7.4,0
Rambo III,Sylvester Stallone,Richard Crenna,Acción,63000000,189015611,6.2,1
La ola,Jürgen Vogel,Frederick Lau,Drama,7500000,32350637,7.493,1
El día de mañana,Dennis Quaid,Jake Gyllenhaal,Acción,125000000,552639571,6.5,1
Elizabeth Harvest,Abbey Lee,Ciarán Hinds,Ciencia ficción,0,4973,6.226,1
Posesión infernal (Evil Dead),Jane Levy,Shiloh Fernandez,Terror,17000000,97542952,6.555,1
Nimona,Chloë Grace Moretz,Riz Ahmed,Aventura,0,0,7.891,0
Re:ZERO Kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Rie Takahashi,Yumi Uchiyama,Animación,0,0,7.4,0
Rambo III,Sylvester Stallone,Richard Crenna,Acción,63000000,189015611,6.2,1
Enemy,Jake Gyllenhaal,Mélanie Laurent,Suspense,0,3396726,6.9,1
La ola,Jürgen Vogel,Frederick Lau,Drama,7500000,32350637,7.493,1
El día de mañana,Dennis Quaid,Jake Gyllenhaal,Acción,125000000,552639571,6.5,1
Elizabeth Harvest,Abbey Lee,Ciarán Hinds,Ciencia ficción,0,4973,6.226,1
Vivo,Lin-Manuel Miranda,Ynairaly Simo,Animación,0,0,7.312,0
Posesión infernal,Bruce Campbell,Ellen Sandweiss,Terror,350000,29612367,7.291,1
Terminator: Salvation,Christian Bale,Sam Worthington,Acción,200000000,371353001,6.063,1
Géminis,Will Smith,Mary Elizabeth Winstead,Ciencia ficción,140000000,173469516,6.3,1
Amor de gata,志田未来,Natsuki Hanae,Animación,0,0,7.879,0
Mejor viuda que mal acompañada,Itatí Cantoral,Alicia Machado,Comedia,0,0,7.3,0
Mi pobre angelito 5,Christian Martyn,Jodelle Ferland,Comedia,11000000,0,5.2,0
¿Teléfono rojo? Volamos hacia Moscú,Peter Sellers,George C. Scott,Comedia,1800000,9500000,8.117,1
El imperio contraataca,Mark Hamill,Harrison Ford,Aventura,18000000,538400000,8.392,1
Beautiful Teacher in Torture Hell,真咲乱,志麻いづみ,Drama,0,0,5.7,0
כאילו אין מחר,Israel Ogalbo,דין מירושניקוב,Drama,0,0,5.5,0
Solo Leveling -ReAwakening-,Taito Ban,Genta Nakamura,Acción,0,0,0.0,0
כאילו אין מחר,Israel Ogalbo,דין מירושניקוב,Drama,0,0,5.5,0
Solo Leveling -ReAwakening-,Taito Ban,Genta Nakamura,Acción,0,0,0.0,0
La máscara del Zorro,Antonio Banderas,Anthony Hopkins,Acción,95000000,250300000,6.575,1
La secta,Eric Bana,Sadie Sink,Suspense,0,0,5.4,0
Batman y Robin,Arnold Schwarzenegger,George Clooney,Acción,125000000,238207122,4.4,1
Operación Kandahar,Gerard Butler,Navid Negahban,Acción,30000000,9400000,6.8,0
Cazafantasmas,Kristen Wiig,Melissa McCarthy,Acción,144000000,229147509,5.358,1
Priscilla,Cailee Spaeny,Jacob Elordi,Drama,20000000,30140906,6.8,1
No manches Frida,Omar Chaparro,Martha Higareda,Comedia,5000000,23500000,7.692,1
Sleepy Hollow,Johnny Depp,Christina Ricci,Drama,100000000,206071526,7.183,1
A todos los chicos: P.D. Todavía te quiero,Lana Condor,Noah Centineo,Romance,0,0,6.841,0
Ong Bak: El guerrero Muay Thai,เพ็ชรทาย วงษ์คำเหลา,Tony Jaa,Acción,1100000,20112926,7.1,1
Jim Gaffigan: The Skinny,Jim Gaffigan,Desconocido,Comedia,0,0,6.5,0
The Witch: Part 1 - The Subversion,김다미,조민수,Acción,5500000,24340302,7.8,1
Black Clover: La espada del rey mago,Gakuto Kajiwara,Nobunaga Shimazaki,Animación,0,0,8.2,0
La hojarasca,Carmen Machín,Elsa Machín,Documental,0,0,0.0,0
Stranger in the Woods,Holly Kenney,Brendin Brown,Terror,0,0,6.2,0
夏目友人帳 いつかゆきのひに,Kazuhiko Inoue,Hiroshi Kamiya,Fantasía,0,0,7.9,0
Fargo,Frances McDormand,William H. Macy,Crimen,7000000,60611975,7.9,1
Di que sí,Jim Carrey,Zooey Deschanel,Comedia,70000000,223200000,6.7,1
Agárralo como puedas 2 1/2: el aroma del miedo,Leslie Nielsen,Priscilla Presley,Comedia,23000000,192030411,6.788,1
El amante ideal,James Spader,Mädchen Amick,Drama,0,0,5.9,0
Crónica de una violación,Jean Carmet,Pascale Roberts,Drama,0,0,7.0,0
El soñador americano,Peter Dinklage,Shirley MacLaine,Comedia,0,0,5.7,0
Ocean's 8,Sandra Bullock,Cate Blanchett,Crimen,70000000,297718711,6.983,1
La lección de piano,John David Washington,Danielle Deadwyler,Drama,0,0,6.0,0
MollyCam,Lea Baastrup Rønne,Kristian Halken,Drama,0,0,6.3,0
Good One,Lily Collias,James Le Gros,Drama,0,165620,6.1,1
La Granja,Nora Yessayan,Alec Gaylord,Terror,0,0,5.4,0
Lemonade Mouth,Bridgit Mendler,Adam Hicks,Drama,0,0,7.4,0
El fundador,Michael Keaton,Nick Offerman,Drama,15000000,24121245,7.132,1
Chef,Jon Favreau,John Leguizamo,Comedia,11000000,45967935,7.1,1
The Jackal (Chacal),Bruce Willis,Richard Gere,Acción,60000000,159300000,6.373,1
Suspiria,Jessica Harper,Stefania Casini,Terror,0,2900000,7.5,1
Violet y Finch,Elle Fanning,Justice Smith,Romance,0,0,7.654,0
El hombre del corazón de hierro,Jason Clarke,Rosamund Pike,Bélica,32679734,4412639,6.5,0
Enemigo a las puertas,Jude Law,Joseph Fiennes,Drama,68000000,96976270,7.418,1
Provocación,Fabrizia Flanders,Erika Savastani,Drama,0,0,6.0,0
Synchronic: Los límites del tiempo,Anthony Mackie,Jamie Dornan,Drama,0,1019041,6.32,1
The Mechanic,Jason Statham,Ben Foster,Acción,40000000,51070807,6.5,1
Bloomington,Allison McAtee,Sarah Stouffer,Romance,0,0,6.6,0
La gran película de Baby Shark,Kimiko Glenn,Luke Youngblood,Animación,0,0,6.8,0
Ex Machina,Domhnall Gleeson,Alicia Vikander,Drama,15000000,36869414,7.571,1
Bonhoeffer: Pastor. Spy. Assassin.,Jonas Dassler,Phileas Heyblom,Drama,0,0,6.5,0
Calle Cloverfield 10,John Goodman,Mary Elizabeth Winstead,Suspense,15000000,110216998,6.994,1
Sangre por sangre,Damian Chapa,Jesse Borrego,Crimen,35000000,4500000,8.142,0
Contraband,Mark Wahlberg,Kate Beckinsale,Suspense,25000000,96262212,6.3,1
El día del juicio final,Alexa PenaVega,Johnny Pacar,Suspense,0,1169603,6.1,1
蜜桃成熟時33D,吉沢明歩,Monna Lam,Comedia,0,0,5.7,0
Nugget Is Dead?: A Christmas Story,Vic Zerbst,Jenna Owen,Comedia,0,0,5.0,0
Padres y Madres,Amanda Collin,Nikolaj Lie Kaas,Comedia,0,0,6.5,0
#SexPact,Leslie Mann,John Cena,Comedia,21000000,94017294,6.304,1
Rape Zombie 2: El éxtasis de los muertos vivientes,Alice Ozawa,亜紗美,Terror,0,0,6.4,0
Les chevaliers du fiel dynamitent 2019,Francis Ginibre,Éric Carrière,Desconocido,0,0,5.3,0
"Snoopy presenta: Bienvenido a la pandilla, Franklin",Caleb Bellavance,Etienne Kellici,Animación,0,0,7.684,0
Dando la nota,Anna Kendrick,Brittany Snow,Comedia,17000000,115647426,7.3,1
Nuestro secretito,Lindsay Lohan,Ian Harding,Romance,0,0,7.0,0
젊은엄마 5,Lee Eun-mi,Cheon Yoo-ji,Drama,0,0,5.8,0
La protegida,Maggie Q,Samuel L. Jackson,Acción,0,8639684,6.6,1
La hora más oscura,Emile Hirsch,Rachael Taylor,Terror,30000000,64626786,5.3,1
Contraband,Mark Wahlberg,Kate Beckinsale,Suspense,25000000,96262212,6.3,1
El día del juicio final,Alexa PenaVega,Johnny Pacar,Suspense,0,1169603,6.1,1
蜜桃成熟時33D,吉沢明歩,Monna Lam,Comedia,0,0,5.7,0
Padres y Madres,Amanda Collin,Nikolaj Lie Kaas,Comedia,0,0,6.5,0
#SexPact,Leslie Mann,John Cena,Comedia,21000000,94017294,6.304,1
Rape Zombie 2: El éxtasis de los muertos vivientes,Alice Ozawa,亜紗美,Terror,0,0,6.4,0
Les chevaliers du fiel dynamitent 2019,Francis Ginibre,Éric Carrière,Desconocido,0,0,5.3,0
"Snoopy presenta: Bienvenido a la pandilla, Franklin",Caleb Bellavance,Etienne Kellici,Animación,0,0,7.684,0
Dando la nota,Anna Kendrick,Brittany Snow,Comedia,17000000,115647426,7.3,1
Nuestro secretito,Lindsay Lohan,Ian Harding,Romance,0,0,7.0,0
젊은엄마 5,Lee Eun-mi,Cheon Yoo-ji,Drama,0,0,5.8,0
La protegida,Maggie Q,Samuel L. Jackson,Acción,0,8639684,6.6,1
La hora más oscura,Emile Hirsch,Rachael Taylor,Terror,30000000,64626786,5.3,1
Tierra de guerreros,James Rolleston,Lawrence Makoare,Aventura,0,5240,6.1,1
Box Room,David Joseph Magee,Erika McGann,Ciencia ficción,0,0,5.3,0
The Reader (El lector),Kate Winslet,Ralph Fiennes,Drama,32000000,108902486,7.472,1
Kaskasero,Angela Morena,Itan Magnaye,Drama,0,0,6.0,0
Dragon Ball Z: Los guerreros de plata,Masako Nozawa,Daisuke Gouri,Acción,0,20100000,7.1,1
Blood Dried Hands,Micha Marie Stevens,Chance Gibbs,Terror,100000,0,8.0,0
Ruega por nosotros,Jeffrey Dean Morgan,Cricket Brown,Terror,10000000,30800000,6.591,1
La iniciación,Serena Grandi,Claudine Auger,Comedia,0,1300000,5.7,1
Anaconda,Jennifer Lopez,Ice Cube,Aventura,45000000,136900000,5.209,1
La mosca,Jeff Goldblum,Geena Davis,Terror,15000000,60629159,7.413,1
Mowgli: La leyenda de la selva,Rohan Chand,Christian Bale,Aventura,175000000,0,6.5,0
Proyecto Gemini,Егор Корешков,Алёна Константинова,Ciencia ficción,6000000,211674,5.767,0
Star Trek,Chris Pine,Zachary Quinto,Ciencia ficción,150000000,386839614,7.43,1
Norbit,Eddie Murphy,Thandiwe Newton,Comedia,10000000,159814490,5.662,1
Dora y la ciudad perdida,Isabela Merced,Jeffrey Wahlberg,Aventura,49000000,120600000,6.641,1
South Park: El fin de la obesidad,Trey Parker,Matt Stone,Animación,0,0,7.675,0
Diamante de sangre,Leonardo DiCaprio,Djimon Hounsou,Drama,100000000,171700000,7.543,1
El incidente,Mark Wahlberg,Zooey Deschanel,Suspense,60000000,163403799,5.4,1
Los Casagrande: La película,Izabella Alvarez,Sumalee Montano,Animación,0,0,7.2,0
Gold,Zac Efron,Anthony Hayes,Acción,6500000,176048,6.2,0
Trampa en alta mar,Isabel Gravitt,Alexander Wraith,Terror,0,0,6.5,0
Dora: ¡Di hello a la aventura!,Diana Zermeño,Asher Colton Spence,Animación,0,0,7.55,0
Te puede pasar a ti,Nicolas Cage,Bridget Fonda,Comedia,20000000,37939757,6.632,1
Fuera de temporada,Guillaume Canet,Alba Rohrwacher,Drama,6000000,0,6.8,0
Berserk. La edad de oro II: La batalla de Doldrey,岩永洋昭,Takahiro Sakurai,Animación,0,0,7.3,0
Greyhound: Enemigos bajo el mar,Tom Hanks,Stephen Graham,Bélica,50300000,0,7.4,0
Rez Ball,Jessica Matten,Kauchani Bratt,Drama,0,0,6.45,0
Tío Drew,Kyrie Irving,Lil Rel Howery,Comedia,19000000,17700000,6.7,0
Viernes 13,Betsy Palmer,Adrienne King,Terror,550000,59754601,6.4,1
Misterio en Venecia,Kenneth Branagh,Kyle Allen,Misterio,60000000,121400000,6.6,1
Una vez más,Scott Adkins,Michael Jai White,Acción,0,0,6.539,0
Los Minions,Sandra Bullock,Jon Hamm,Familia,74000000,1159457503,6.41,1
Relaciones Mutuas,Kim Hwa-yeon,Ji Eun-seo,Comedia,0,0,5.6,0
Asylum: El experimento,Kate Beckinsale,Jim Sturgess,Suspense,0,2478806,6.853,1
Attraction 3,Ирина Старшенбаум,Риналь Мухаметов,Desconocido,0,0,0.0,0
Desconocidos,Andrew Scott,Paul Mescal,Romance,5000000,14864960,7.441,1
The Mauritanian,Tahar Rahim,Jodie Foster,Drama,0,7527030,7.4,1
El núcleo,Aaron Eckhart,Hilary Swank,Ciencia ficción,60000000,74208267,5.808,1
Desaparecidos sin rastro,Nicolas Cage,Chad Michael Murray,Suspense,16000000,19682924,4.3,1
Zootrópolis 2,Ginnifer Goodwin,Jason Bateman,Animación,0,0,0.0,0
Busty Cops: Protect and Serve!,Nikki Nova,Hannah Harper,Comedia,0,0,4.7,0
365 días,Anna-Maria Sieklucka,Michele Morrone,Romance,0,9458590,7.046,1
Imperdonable,Sandra Bullock,Viola Davis,Drama,0,0,7.4,0
Shame,Michael Fassbender,Carey Mulligan,Drama,6500000,3909002,6.933,0
Mad Max: Salvajes de la autopista,Mel Gibson,Joanne Samuel,Aventura,350000,100000000,6.7,1
Los siete magníficos,Yul Brynner,Eli Wallach,Western,2000000,4905000,7.5,1
Las crónicas de Spiderwick,Freddie Highmore,Sarah Bolger,Familia,90000000,164200000,6.635,1
Encuentros en la tercera fase,Richard Dreyfuss,François Truffaut,Ciencia ficción,20000000,306889114,7.356,1
"Ace Ventura, un detective diferente",Jim Carrey,Courteney Cox,Comedia,15000000,107217396,6.566,1
Muerte en el Nilo,Kenneth Branagh,Tom Bateman,Misterio,90000000,137307235,6.4,1
...Sabik: Kasalanan Ba?,Joy Sumilang,George Estregan,Drama,0,0,5.3,0
Mulholland Drive,Naomi Watts,Laura Harring,Suspense,15000000,20289986,7.8,1
Jóvenes Titanes: Misión Tokio,Greg Cipes,Scott Menville,Animación,0,0,7.784,0
Hanna D,Ann-Gisel Glass,Fausto Lombardi,Drama,0,0,3.6,0
Zafarrancho en el rancho,Roseanne Barr,Judi Dench,Animación,110000000,145358062,6.062,1
Kung Fu Sion,周星馳,元秋,Acción,20000000,102034104,7.452,1
Mala influencia,Alberto Olmo,Eléa Rochera,Drama,0,0,0.0,0
Las reglas de Slaughterhouse,Finn Cole,Asa Butterfield,Acción,0,730762,5.58,1
Casablanca,Humphrey Bogart,Ingrid Bergman,Drama,878000,10462500,8.16,1
착한 형수,Baek Se-ri,Park Do-jin,Romance,0,0,1.0,0
Atómica,Charlize Theron,James McAvoy,Acción,30000000,100000000,6.4,1
Naruto Shippuden 5: Prisión de Sangre,Junko Takeuchi,Mie Sonozaki,Suspense,0,9100000,7.2,1
Float,Andrea Bang,Robbie Amell,Romance,0,0,6.851,0
Plan oculto,Denzel Washington,Clive Owen,Crimen,45000000,186003591,7.4,1
Maníaco do Parque,Giovanna Grigio,Silvero Pereira,Drama,0,0,5.761,0
आशिकी २,Aditya Roy Kapur,Shraddha Kapoor,Drama,1300000,16000000,6.791,1
Juego de armas,Miles Teller,Jonah Hill,Comedia,50000000,86234523,6.921,1
Underworld: Evolution,Kate Beckinsale,Scott Speedman,Fantasía,50000000,111476513,6.585,1
[REC],Manuela Velasco,Ferrán Terraza,Terror,1500000,32511655,7.2,1
Rogue One: Una historia de Star Wars,Felicity Jones,Diego Luna,Acción,200000000,1056057273,7.493,1
Zombieland: Mata y remata,Woody Harrelson,Jesse Eisenberg,Comedia,42000000,122800000,6.934,1
Hijos de los hombres,Clive Owen,Clare-Hope Ashitey,Drama,76000000,70595464,7.6,0
Lolita,Jeremy Irons,Dominique Swain,Drama,62000000,1100000,7.1,0
Niño rico,Macaulay Culkin,John Larroquette,Comedia,40000000,38087756,5.9,0
La guerra de las galaxias. Episodio II: El ataque de los clones,Hayden Christensen,Ewan McGregor,Aventura,120000000,649398328,6.568,1
Ángeles y demonios,Tom Hanks,Ewan McGregor,Suspense,150000000,485900000,6.718,1
Nosferatu,Max Schreck,Gustav von Wangenheim,Terror,0,19054,7.7,1
"Robin Hood, príncipe de los ladrones",Kevin Costner,Morgan Freeman,Acción,48000000,390493908,6.856,1
Monstruoso,Lizzy Caplan,Jessica Lucas,Acción,25000000,170764026,6.691,1
12 valientes,Chris Hemsworth,Michael Shannon,Bélica,35000000,67450815,6.325,1
Momonsters: la película,Desconocido,Desconocido,Animación,0,0,0.0,0
