title,actor,actress,genre,budget,revenue,imdb_score,success
გადასვლა,Lucas Kankava,Mzia Arabuli,Drama,0,366394,7.5,0
Cómo entrenar a tu dragón: La leyenda del Robahuesos,Jay Baruchel,America Ferrera,Animación,0,0,7.0,0
La diligencia,John Wayne,Claire Trevor,Western,531374,1103757,7.612,1
El dilema de las redes sociales,Tristan Harris,Anna Lembke,Documental,0,0,7.5,0
South Park: Bienvenidos al Complaciverso,Trey Parker,Janeshia Adams-Ginyard,Animación,0,0,7.7,0
Lou,Logan Marshall-Green,Allison Janney,Acción,0,0,6.534,0
La ola,Jürgen Vogel,Jennifer Ulrich,Drama,7500000,32350637,7.487,1
"Rudolph, el reno de la nariz roja",Burl Ives,Billie Mae Richards,Animación,0,0,7.389,0
A Ghost Story,Casey Affleck,Rooney Mara,Drama,100000,1929659,7.1,1
Enganchados a la muerte,Diego Luna,Nina Dobrev,Drama,19000000,45200000,5.7,1
Un amor entre dos mundos,Jim Sturgess,Kirsten Dunst,Romance,60000000,22187813,6.3,0
Vivo,Lin-Manuel Miranda,Zoe Saldaña,Animación,0,0,7.3,0
Depredador sexual,Richard Grieco,Angie Everhart,Drama,1000000,0,5.0,0
Chupa,Evan Whitten,Ashley Ciarra,Aventura,0,0,6.3,0
Hunter × Hunter: The Last Mission,永井一郎,Megumi Han,Aventura,0,7449778,6.9,0
Prostitutas encarceladas,Carl Möhner,Elisabeth Felchner,Drama,0,0,5.135,0
La sombra,Alec Baldwin,Penelope Ann Miller,Fantasía,25000000,48100000,6.1,1
El regreso de Falcon,Michael Jai White,Laila Ali,Aventura,4500000,11774,6.3,0
Escuadrón rojo,Bryan Cranston,Daniela Ruah,Drama,58000000,50365377,6.562,0
Bajo el muelle,Michael Cera,Keke Palmer,Animación,0,0,7.2,0
Oscura seducción,Ben Chaplin,Nicole Kidman,Comedia,13000000,0,5.885,0
Los ángeles exterminadores,Frédéric van den Driessche,Maroussia Dubreuil,Drama,0,154210,5.257,0
Gran tiburón blanco,Jack Trueman,Holly Earl,Terror,0,0,5.7,0
잘주는 여비서들,민도윤,Min Joo,Romance,0,0,0.0,0
Los tres mosqueteros,Chris O'Donnell,Rebecca De Mornay,Acción,30000000,111898845,6.4,1
Push,Chris Evans,Dakota Fanning,Ciencia ficción,38000000,49678401,6.141,1
정사: 결혼 말고 연애,Joo In-cheol,Yoo So-hyeon,Drama,0,0,5.7,0
El mexicano,Antonio Banderas,Salma Hayek Pinault,Acción,29000000,98769390,6.296,1
Men in a hope,Bolek Polívka,Petra Hřebíčková,Comedia,1130710,6638849,7.5,1
Desde París con amor,John Travolta,Kasia Smutniak,Acción,52000000,52800000,6.261,1
Luther: Cae la noche,Idris Elba,Cynthia Erivo,Crimen,0,0,6.7,0
Los Caballeros del Zodiaco: La batalla de los dioses,Toru Furuya,Keiko Han,Acción,0,0,7.565,0
"Phineas y Ferb, la película: Candace contra el universo",Vincent Martella,Ashley Tisdale,Familia,0,0,7.266,0
Bridget Jones' Baby,Colin Firth,Renée Zellweger,Drama,35000000,211952420,6.415,1
Vixen!,Garth Pillsbury,Erica Gavin,Drama,73000,8000000,5.4,1
Madagascar. La pócima del amor,Ben Stiller,Jada Pinkett Smith,Animación,0,0,6.5,0
Enter the Void,Nathaniel Brown,Paz de la Huerta,Fantasía,13000000,754249,7.33,0
Brazil,Jonathan Pryce,Katherine Helmond,Comedia,15000000,9900000,7.67,0
Tras el corazón verde,Michael Douglas,Kathleen Turner,Romance,10000000,86572238,6.755,1
Fireworks,Masaki Suda,Suzu Hirose,Animación,0,26617621,6.6,0
Dentro de garganta profunda (Inside Deep Throat),Dennis Hopper,Camille Paglia,Documental,2000000,653621,6.4,0
El desafío,Anthony Hopkins,Elle Macpherson,Acción,30000000,43300000,6.843,1
James y el melocotón gigante,Paul Terry,Miriam Margolyes,Aventura,38000000,28946127,6.6,0
Cadı,Furkan Andıç,Buse Meral,Misterio,0,860000,6.5,0
El Experimento Filadelfia,Michael Paré,Nancy Allen,Ciencia ficción,21000000,0,6.1,0
Día de patriotas,Mark Wahlberg,Michelle Monaghan,Acción,45000000,50548152,7.052,1
Cómo ser un latin lover,Eugenio Derbez,Salma Hayek Pinault,Comedia,0,26251899,6.9,0
Noche en el museo: El retorno de Kahmunrah,Joshua Bassett,Kieran Sequoia,Animación,0,0,6.4,0
Free Birds (Vaya pavos),Owen Wilson,Amy Poehler,Animación,55000000,110000000,5.877,1
El país de los sueños,Jason Momoa,Marlow Barkley,Familia,35000000,0,7.3,0
El arte de matar,Joe Manganiello,Uma Thurman,Comedia,50000000,476375,5.947,0
Nahir,Simón Hempe,Valentina Zenere,Crimen,0,0,4.3,0
Cuando apareciste tú,Asa Butterfield,Maisie Williams,Comedia,0,0,7.4,0
One Piece: La maldición de la espada sagrada,Kazuya Nakai,Mayumi Tanaka,Animación,0,13422333,7.0,0
血戀II,徐錦江,李華月,Crimen,0,0,5.0,0
Actos de venganza,Antonio Banderas,Paz Vega,Suspense,10000000,320705,5.9,0
"Extremadamente cruel, malvado y perverso",Zac Efron,Lily Collins,Drama,0,0,7.009,0
Critters,M. Emmet Walsh,Dee Wallace,Comedia,2000000,13167232,6.484,1
Caminos desesperados,Garrett Hedlund,Willa Fitzgerald,Suspense,0,0,6.8,0
Loca academia de policía 5: Operación Miami Beach,Bubba Smith,Leslie Easterbrook,Comedia,14000000,19510371,5.2,1
La Maison,Yannick Renier,Ana Girardot,Drama,2600000,0,6.1,0
Masahista,Coco Martin,Jaclyn Jose,Drama,0,0,6.1,0
El oso,Tchéky Karyo,Desconocido,Aventura,25000000,138241022,7.059,1
El diario de Greg,Brady Noon,Erica Cerra,Animación,0,0,6.179,0
El susurro,Quách Ngọc Tuyên,Phương Anh Đào,Terror,0,0,7.179,0
Cook up a storm,謝霆鋒,唐嫣,Comedia,125000,0,7.4,0
Christopher Robin,Ewan McGregor,Hayley Atwell,Aventura,75000000,99138899,7.3,1
#SexPact,John Cena,Leslie Mann,Comedia,21000000,94017294,6.3,1
El terror no tiene forma,Kevin Dillon,Shawnee Smith,Terror,10000000,8247943,6.803,0
"Con amor, Simon",Nick Robinson,Jennifer Garner,Comedia,17000000,66316289,8.0,1
Buscando a Eva,Brendan Fraser,Alicia Silverstone,Drama,35000000,40263020,6.8,1
Los hermanos Sisters,John C. Reilly,Rebecca Root,Western,38000000,13143056,6.82,0
Barbie presenta: Pulgarcita,Peter New,Kelly Sheridan,Animación,0,0,6.653,0
Sahara,Matthew McConaughey,Penélope Cruz,Acción,130000000,119269486,5.9,0
Estado de sitio,Denzel Washington,Annette Bening,Drama,70000000,116700000,6.31,1
Comando Kill,Thure Lindhardt,Vanessa Kirby,Acción,0,0,5.6,0
Capitán Harlock,Shun Oguri,Yu Aoi,Animación,30000000,18010317,6.6,0
Death Note,藤原竜也,瀬戸朝香,Fantasía,20000000,29667169,7.1,1
The Jack in the Box: El despertar,Matt McClure,Mollie Hindle,Terror,0,1147001,6.259,0
El luchador,Mickey Rourke,Marisa Tomei,Drama,6000000,44734660,7.5,1
Nothing Serious,손석구,전종서,Romance,0,0,6.7,0
Temblores 3: Regreso a Perfección,Michael Gross,Susan Chuang,Acción,6000000,0,5.8,0
Canguros en apuros,Max Gecowets,Sabrina Carpenter,Comedia,9000000,0,7.3,0
"Madrid, 1987",José Sacristán,María Valverde,Drama,0,0,6.4,0
"Pablo, el apóstol de Cristo",Jim Caviezel,Joanne Whalley,Drama,5000000,25915966,7.6,1
El jardín secreto,Heydon Prowse,Kate Maberly,Drama,18000000,40000000,7.4,1
Sympathy for Lady Vengeance,최민식,이영애,Drama,0,23803308,7.543,0
Nación cautiva,John Goodman,Vera Farmiga,Ciencia ficción,25000000,8808611,5.636,0
Final Fantasy VII: Advent Children,Takahiro Sakurai,伊藤歩,Animación,0,0,7.142,0
Fuga de Pretoria,Daniel Radcliffe,Ratidzo Mambo,Drama,0,2431995,7.201,0
Nuestro último verano,K.J. Apa,Maia Mitchell,Romance,0,0,6.013,0
Arina3 絶対無敵アイドル！/橋本ありな,Desconocido,新ありな,Documental,0,0,7.0,0
Puedo escuchar el mar,Nobuo Tobita,天野由梨,Animación,0,0,6.394,0
La canción del mar,David Rawle,Fionnula Flanagan,Familia,0,857522,8.0,0
La vuelta al mundo en 80 días,David Niven,Marlene Dietrich,Aventura,6000000,42000000,6.645,1
Shinmai Maou no Testament Departures,Yuichi Nakamura,浅川悠,Animación,0,0,7.7,0
Los Tenenbaums. Una familia de genios,Gene Hackman,Anjelica Huston,Comedia,21000000,71441250,7.48,1
In-natural (The Stuff),Michael Moriarty,Andrea Marcovicci,Terror,1700000,0,6.0,0
Pengantin Setan,Emir Mahira,Erika Carlina,Terror,0,0,7.0,0
Marshall,Chadwick Boseman,Kate Hudson,Drama,12000000,10051659,7.3,0
El cuervo: Ciudad de ángeles,Vincent Perez,Mia Kirshner,Acción,13000000,25317287,5.525,1
La trampa del mal,Chris Messina,Bojana Novaković,Terror,10000000,33583175,6.084,1
Pesadilla final: La muerte de Freddy,Robert Englund,Lisa Zane,Terror,10000000,34872033,5.304,1
La muerte de Superman,Adam Baldwin,Anne Heche,Acción,3500000,0,6.728,0
Expediente 64 (Los casos del Departamento Q),Nikolaj Lie Kaas,Johanne Louise Schmidt,Crimen,6000000,470000,7.163,0
La iniciación,Fabrice Josso,Serena Grandi,Comedia,0,1300000,5.879,0
El muñeco de nieve,Michael Fassbender,Rebecca Ferguson,Crimen,35000000,43203413,5.21,1
Aventuras en Alaska,Cuba Gooding Jr.,Nichelle Nichols,Comedia,35000000,81000000,5.6,1
Las alucinantes aventuras de Bill y Ted,Keanu Reeves,Jane Wiedlin,Aventura,10000000,40510984,6.867,1
정사: 친구의 엄마,Jo Wan-jin,Kim Ji-yeon,Romance,0,0,3.6,0
Tres mujeres y un plan,Ted Danson,Diane Keaton,Acción,0,0,6.5,0
A corazón abierto,Alan Rickman,Kyra Sedgwick,Película de TV,0,0,7.7,0
Mi hijo,James McAvoy,Claire Foy,Suspense,0,962689,6.2,0
Pasado de vueltas,Will Ferrell,Jane Lynch,Comedia,72500000,163000000,6.361,1
Legado de sangre,Sam Worthington,Phoebe Tonkin,Crimen,0,0,6.057,0
La maldición de las brujas,Jasen Fisher,Mai Zetterling,Fantasía,11000000,15400000,6.934,1
¡Vaya patrulla!,Ice Cube,Tika Sumpter,Acción,25000000,153997819,6.257,1
Tygra: Hielo y fuego,Steve Sandor,Cynthia Leake,Animación,1200000,760883,6.7,0
దేవర: Part 2,N.T. Rama Rao Jr.,Janhvi Kapoor,Acción,0,0,0.0,0
Una función inesperada,Bobby Cannavale,Rose Byrne,Comedia,5000000,3046741,7.0,0
Patrulla de aterrizaje. Operación: El secreto de Papá Noel,Dave Foley,Sarah Chalke,Animación,0,0,6.4,0
La fuerza del honor,Ken Bevel,Renee Jewell,Drama,1000000,35690739,7.6,1
Us X Her,Kiko Estrada,AJ Raval,Drama,0,0,5.4,0
Secretos de guerra,Tom Prior,Диана Пожарская,Drama,0,253583,7.3,0
El cuervo: Salvación,Eric Mabius,Kirsten Dunst,Acción,10000000,0,5.535,0
Peso Pesado,Kevin James,Salma Hayek Pinault,Comedia,42000000,73100000,6.192,1
Resident Evil: Degeneración,Paul Mercier,Alyson Court,Animación,0,403117,6.8,0
"No me chilles, que no te veo",Richard Pryor,Joan Severance,Comedia,18000000,46900000,6.733,1
Girl Haunts Boy,Michael Cimino,Peyton List,Fantasía,0,0,6.8,0
Déjame entrar,Kodi Smit-McPhee,Chloë Grace Moretz,Drama,20000000,24145613,6.8,1
El final de la cuenta atrás,Kirk Douglas,Katharine Ross,Bélica,12000000,16647800,6.6,1
Ainbo: La guerrera del Amazonas,Thom Hoffman,Alejandra Gollas,Aventura,10000000,10237061,7.0,1
Gamer,Gerard Butler,Amber Valletta,Acción,50000000,40800000,5.7,0
One Piece: El Gran Soldado Mecánico del Castillo Karakuri,Kazuya Nakai,Mayumi Tanaka,Animación,0,7232965,7.1,0
Anatomía de un asesinato,James Stewart,Lee Remick,Crimen,2000000,8000000,7.8,1
金瓶雙艷,Peter Yang Kwan,Hu Chin,Romance,0,0,7.3,0
Éperdument,Guillaume Gallienne,Adèle Exarchopoulos,Drama,0,53780,6.0,0
Nulpen,Desconocido,Pola Geiger,Desconocido,0,0,0.0,0
Juego de Desafío,Choi Ryung,Kang Eun-hye,Suspense,0,0,6.5,0
La leyenda de Sleepy Hollow y el Señor Sapo,Bing Crosby,Gloria Wood,Terror,0,0,6.5,0
Wayne's World: ¡Qué desparrame!,Mike Myers,Tia Carrere,Comedia,20000000,183097323,6.693,1
Sound of Metal,Riz Ahmed,Olivia Cooke,Drama,0,516520,7.7,0
Moon,Sam Rockwell,Dominique McElligott,Ciencia ficción,5000000,9760104,7.569,1
El juego de las llaves,Fernando Guallar,Eva Ugarte,Comedia,0,0,5.9,0
Jade,Mickey Rourke,Shaina West,Acción,0,0,5.0,0
La hija de mi mejor amigo,Hugh Laurie,Leighton Meester,Comedia,7000000,1941667,5.5,0
Chocolat,Alfred Molina,Juliette Binoche,Comedia,25000000,152500000,7.0,1
Agárrame esos fantasmas,Michael J. Fox,Trini Alvarado,Terror,30000000,29359216,6.895,0
El niño que pudo ser rey,Louis Ashbourne Serkis,Rhianna Dorris,Acción,59000000,32140970,6.166,0
¿Cómo sabes si...?,Paul Rudd,Reese Witherspoon,Comedia,120000000,48668907,5.308,0
La herencia del tío,Maciej Stuhr,Gabriela Muskała,Comedia,0,0,5.2,0
Cristal oscuro,Jim Henson,Kathryn Mullen,Aventura,15000000,40600000,7.1,1
El asesino de ángeles,Martin Lawrence,Melissa Roxburgh,Misterio,0,0,5.956,0
Steven Universe: La película,Zach Callison,Deedee Magno,Película de TV,0,0,8.1,0
Phineas y Ferb: A través de la 2ª dimensión,Vincent Martella,Ashley Tisdale,Animación,0,0,7.069,0
Acusados,Bernie Coulson,Jodie Foster,Crimen,0,0,7.026,0
Hardcore Henry,Andrey Dementyev,Haley Bennett,Acción,2000000,16810562,6.396,1
Salomón y la reina de Saba,Yul Brynner,Gina Lollobrigida,Historia,5000000,12200000,6.378,1
Yolo,雷佳音,贾玲,Drama,100000000,480600000,6.3,1
Los cañones de Navarone,Gregory Peck,Irene Papas,Bélica,6000000,28900000,7.3,1
Shadow Master,D.Y. Sao,Anna Harr,Acción,0,0,6.7,0
Harbin,현빈,전여빈,Acción,0,28219142,8.0,0
El experimento Belko,John Gallagher Jr.,Adria Arjona,Terror,5000000,10166820,6.2,1
Broken Arrow: Alarma nuclear,John Travolta,Samantha Mathis,Acción,50000000,150300000,6.1,1
Nunca me han besado,David Arquette,Drew Barrymore,Romance,25000000,84565230,6.2,1
Kucing Liar,Desconocido,Ariele Bellus,Drama,0,0,2.0,0
The Sand,Cleo Berry,Brooke Butler,Terror,0,0,5.1,0
Un hombre lobo americano en París,Tom Everett Scott,Julie Delpy,Terror,22000000,26570463,6.0,1
La caverna maldita,Cole Hauser,Lena Headey,Acción,30000000,33296457,5.4,1
Los Hermanos Menendez,Lyle Menendez,Desconocido,Documental,0,0,7.5,0
De profesión: duro,Patrick Swayze,Kelly Lynch,Acción,15000000,30100000,6.74,1
Los hermanos Sisters,John C. Reilly,Rebecca Root,Western,38000000,13143056,6.82,0
Vampiros de John Carpenter,James Woods,Sheryl Lee,Acción,20000000,20308772,6.3,1
Culpa nuestra,Gabriel Guevara,Nicole Wallace,Drama,0,0,0.0,0
La princesa,Dominic Cooper,Joey King,Acción,0,0,6.803,0
Temblores 3: Regreso a Perfección,Michael Gross,Susan Chuang,Acción,6000000,0,5.8,0
Noche de miedo (Fright Night),Anton Yelchin,Toni Collette,Terror,30000000,41002607,6.2,1
Por fin solo en casa,Rob Delaney,Ellie Kemper,Familia,15000000,0,4.89,0
Superdetective en Hollywood III,Eddie Murphy,Hattie Winston,Acción,50000000,119208989,5.869,1
"El bueno, el malo y el raro",Song Kang-ho,이청아,Acción,10000000,0,7.2,0
1492: La conquista del paraíso,Gérard Depardieu,Sigourney Weaver,Acción,47000000,7191399,6.3,0
Wolfwalkers,Sean Bean,Honor Kneafsey,Animación,12000000,1310720,8.219,0
Cortocircuito,Steve Guttenberg,Ally Sheedy,Ciencia ficción,10000000,40697761,6.625,1
Calma total,Sam Neill,Nicole Kidman,Suspense,10400000,7825000,6.6,0
Corrupción en Miami,Jamie Foxx,Gong Li,Acción,135000000,163800000,6.0,1
Star Wars: Clone Wars,Matt Lanter,Ashley Eckstein,Animación,8500000,68282844,6.118,1
"Paulie, el loro bocazas",Tony Shalhoub,Gena Rowlands,Comedia,0,0,6.815,0
Lock & Stock,Vinnie Jones,Vera Day,Comedia,1350000,28356188,8.118,1
El lenguaje de los sueños,Hugh Dancy,Jessica Alba,Drama,0,0,6.5,0
Crossroads: hasta el final,Anson Mount,Britney Spears,Drama,12000000,61141030,5.3,1
Peleando en familia,Nick Frost,Florence Pugh,Comedia,11000000,39055536,6.853,1
El invitado,Denzel Washington,Vera Farmiga,Acción,85000000,208076205,6.477,1
The Rocky Horror Picture Show,Tim Curry,Susan Sarandon,Comedia,1400000,170000000,7.5,1
Calma total,Sam Neill,Nicole Kidman,Suspense,10400000,7825000,6.6,0
Salvaje,Jean-Claude Van Damme,Marnie Alton,Acción,17000000,293671,6.5,0
Vuelo nocturno,Cillian Murphy,Rachel McAdams,Suspense,26000000,57891803,6.381,1
Monster's Ball,Billy Bob Thornton,Halle Berry,Drama,4000000,44900000,6.8,1
Juegos de guerra,Matthew Broderick,Ally Sheedy,Suspense,12000000,124600000,7.078,1
La bruma,Romain Duris,Olga Kurylenko,Drama,13749400,2842040,6.322,0
絶倫！透明変態人間　セカンド童貞と魔法の薬,Desconocido,新ありな,Desconocido,0,0,0.0,0
Timeline,Paul Walker,Frances O'Connor,Acción,80000000,43935763,5.714,0
Abigail y la ciudad perdida,Риналь Мухаметов,Tinatin Dalakishvili,Aventura,7000000,1940234,6.1,0
Truco o trato: Terror en Halloween,Brian Cox,Anna Paquin,Terror,12000000,27909,7.006,0
Dolor y gloria,Antonio Banderas,Nora Navas,Drama,10769016,37359689,7.391,1
Operación: Huracán,Toby Kebbell,Maggie Grace,Acción,35000000,32517248,5.683,0
El gabinete del doctor Caligari,Werner Krauß,Lil Dagover,Drama,18000,8811,7.9,0
Mentes peligrosas,George Dzundza,Michelle Pfeiffer,Drama,23000000,179519401,6.969,1
Calles de fuego,Michael Paré,Diane Lane,Acción,14500000,8089290,6.905,0
Detective Conan 3: El último mago del siglo,Kappei Yamaguchi,Minami Takayama,Aventura,0,22951145,7.3,0
Los fantasmas de mis exnovias,Matthew McConaughey,Jennifer Garner,Fantasía,37500000,102366815,5.961,1
Redcon-1 - Apocalipsis Zombie,Oris Erhuero,Katarina Leigh Waters,Acción,0,0,5.7,0
"Primavera, verano, otoño, invierno... y primavera",오영수,Ha Yeo-jin,Drama,0,8945072,7.8,0
Kickboxer: Contraataque,Alain Moussi,Sara Malakul Lane,Acción,13000000,4537,5.4,0
"Fighting, puños de asfalto",Channing Tatum,Zulay Henao,Acción,0,32474120,6.0,0
Zona prohibida,Jason Clarke,Michelle Monaghan,Acción,0,0,6.2,0
Sex Appeal,Jake Short,Mika Abdalla,Comedia,0,0,6.7,0
La mensajera,Gary Oldman,Olga Kurylenko,Acción,0,4700862,6.0,0
El hijo de Bigfoot,Christopher Lee Parson,Marieve Herington,Familia,30000000,46372519,6.53,1
Brimstone. La hija del predicador,Guy Pearce,Dakota Fanning,Suspense,13000000,0,7.2,0
Ichi the Killer,Tadanobu Asano,Paulyn Sun,Acción,1400010,80631,7.0,0
Cowboy de medianoche,Jon Voight,Sylvia Miles,Drama,3600000,44785053,7.521,1
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Miyu Irino,Maaya Sakamoto,Acción,0,0,6.5,0
میتوز,Mehdi Aboohamzeh,Desconocido,Drama,8000,0,0.0,0
Tiempos modernos,Charlie Chaplin,Paulette Goddard,Comedia,1500000,1800000,8.284,1
Un asunto de familia,中川雅也,Sakura Ando,Drama,0,0,7.855,0
The Hard Way,Michael Jai White,Mãdãlina Anea,Acción,0,0,5.4,0
La señal,Brenton Thwaites,Olivia Cooke,Suspense,4000000,2665322,6.0,0
El engaño,Cameron Monaghan,Lilly Krug,Suspense,0,0,5.7,0
"Trasto, de la mansion a la calle",Big Sean,Pamela Adlon,Animación,0,12127842,6.6,0
El hilo invisible,Daniel Day-Lewis,Vicky Krieps,Drama,35000000,47756590,7.315,1
Perdidos en el espacio,William Hurt,Mimi Rogers,Ciencia ficción,80000000,136159423,5.4,1
Colossal,Jason Sudeikis,Anne Hathaway,Drama,0,3029287,6.3,0
¡Scooby Doo! ¡Y Krypto también!,Frank Welker,Grey DeLisle,Animación,0,0,7.6,0
El informe Pelícano,Denzel Washington,Julia Roberts,Suspense,45000000,195268056,6.6,1
Ghost in the Shell 2: Innocence,Akio Otsuka,Atsuko Tanaka,Animación,0,10079829,7.3,0
The Serpent,Travis Aaron Wade,Gia Skova,Acción,0,0,6.3,0
Congo,Dylan Walsh,Laura Linney,Acción,50000000,152022101,5.552,1
Agent Game,Mel Gibson,Katie Cassidy,Acción,0,0,5.1,0
La casa de las profundidades,James Jagger,Camille Rowe,Terror,0,1900000,6.024,0
La Gran Aventura De Blue En La Ciudad,Joshua Dela Cruz,Traci Paige Johnson,Familia,0,0,7.2,0
El Gran Desmadre (Malas Madres 2),Jay Hernandez,Mila Kunis,Comedia,28000000,130560428,6.3,1
Algo prestado,Colin Egglesfield,Ginnifer Goodwin,Comedia,35000000,65090821,6.3,1
Agente contrainteligente,Sacha Baron Cohen,Isla Fisher,Acción,35000000,28000000,6.0,0
Los violentos de Kelly,Clint Eastwood,Desconocido,Aventura,4000000,5200000,7.342,1
Juerga de solteros,Jerry O'Connell,Shannon Elizabeth,Comedia,11000000,23400000,5.1,1
Habitación sin salida,Luke Wilson,Kate Beckinsale,Terror,19000000,35300645,6.3,1
Baby Girl,Nathan DeLatorre,Sara Catherine Bellamy,Suspense,0,0,3.5,0
Kate,Woody Harrelson,Mary Elizabeth Winstead,Acción,0,0,6.652,0
Tucker & Dale contra el mal,Tyler Labine,Katrina Bowden,Comedia,5000000,5224938,7.4,1
Porno,Carlo Aquino,Angel Aquino,Drama,0,0,5.9,0
El informante,Dominic Purcell,Kate Bosworth,Suspense,0,0,5.7,0
Contigo a muerte,田中俊介,水原希子,Drama,0,0,6.792,0
Minari - Historia de mi familia,Steven Yeun,한예리,Drama,2000000,12900000,7.334,1
El instante más oscuro,Gary Oldman,Kristin Scott Thomas,Drama,30000000,150847207,7.4,1
My Fair Lady (Mi bella dama),Rex Harrison,Audrey Hepburn,Música,17000000,72661442,7.5,1
One Piece: El barón Omatsuri y la Isla Secreta,Kazuya Nakai,Mayumi Tanaka,Acción,0,10494545,7.3,0
Поехавшая,Виктор Хориняк,Ольга Лерман,Comedia,0,0,7.6,0
The Tax Collector,Bobby Soto,Cinthya Carmona,Acción,30000000,942666,5.6,0
여자 하숙집 3,Choi Chul-min,Park Hyun-jung,Romance,0,0,9.8,0
Shaolin. La leyenda de los monjes guerreros,劉德華,范冰冰,Acción,29000000,33662874,6.9,1
Santa Claus 2,Tim Allen,Wendy Crewson,Fantasía,65000000,172842355,5.957,1
La invasión de los ultracuerpos,Donald Sutherland,Brooke Adams,Ciencia ficción,3500000,24946533,7.2,1
Durmiendo con su enemigo,Patrick Bergin,Julia Roberts,Drama,19000000,175000000,6.5,1
Brûle le sang,Denis Lavant,Ilinka Lony,Suspense,3600000,0,6.0,0
Hermosas criaturas,Alden Ehrenreich,Alice Englert,Fantasía,60000000,60052138,6.035,1
La invitación,Logan Marshall-Green,Tammy Blanchard,Suspense,1000000,354835,6.43,0
Dragones y mazmorras: La ira del Dios dragón,Bruce Payne,Clemency Burton-Hill,Acción,0,0,4.523,0
The Villagers,마동석,김새론,Suspense,0,3388675,7.3,0
El Hombre De Mimbre,Edward Woodward,Britt Ekland,Terror,810000,513000,7.35,0
Parásito. Parte 1,Shōta Sometani,深津絵里,Ciencia ficción,0,9649013,7.1,0
Infierno de cobardes,Clint Eastwood,Verna Bloom,Western,5500000,15700000,7.3,1
Slither: La plaga,Nathan Fillion,Elizabeth Banks,Terror,15000000,12800000,6.5,0
Palmeras en la nieve,Mario Casas,Adriana Ugarte,Drama,11332619,0,7.4,0
Pandora,김남길,김주현,Suspense,13938145,30169000,7.5,1
Ronin,Robert De Niro,Natascha McElhone,Acción,55000000,70692101,7.0,1
Ninja,Scott Adkins,肘井ミカ,Acción,10000000,194243,6.1,0
NUREOCHITA DOJO,Desconocido,めぐり,Desconocido,0,0,0.0,0
En pecado,Dave Franco,Alison Brie,Comedia,0,1647675,5.8,0
El Grúfalo,Rob Brydon,Helena Bonham Carter,Animación,0,0,7.3,0
Carretera al Infierno,Rutger Hauer,Jennifer Jason Leigh,Terror,6000000,5844868,7.0,0
Driften,Markus Kloster,Desconocido,Drama,0,0,0.0,0
Gangster Squad: Brigada de élite,Josh Brolin,Emma Stone,Crimen,60000000,105200000,6.365,1
Sex Games,Benz Sangalang,Azi Acosta,Drama,0,0,4.8,0
Serpientes en el avión,Samuel L. Jackson,Julianna Margulies,Acción,33000000,62022014,5.4,1
Exorcismo en Connecticut,Kyle Gallner,Virginia Madsen,Suspense,10000000,77578320,6.2,1
El viaje a París de la señora Harris,Lambert Wilson,Lesley Manville,Drama,0,10370305,7.293,0
Los tres mosqueteros: Los diamantes de la reina,Michael York,Faye Dunaway,Acción,0,22018000,6.8,0
El vicio del poder,Christian Bale,Amy Adams,Comedia,60000000,76100000,7.024,1
La extraña pareja,Jack Lemmon,Monica Evans,Comedia,1200000,44527234,7.5,1
Una historia negra,Andrea Carpenzano,Laetitia Casta,Suspense,0,0,6.8,0
Santet Segoro Pitu,Ari Irham,Sandrinna Michelle,Terror,0,0,7.5,0
La sucia historia de Joe Guarro,David Spade,Brittany Daniel,Misterio,17700000,30987695,5.6,1
Labios ardientes,Don Johnson,Virginia Madsen,Romance,0,1293976,6.3,0
Los caraduras,Burt Reynolds,Sally Field,Acción,4300000,126700000,6.949,1
Nunca Me Encontrarás,Brendan Rock,Jordan Cowan,Terror,0,0,6.2,0
"¡Socorro, soy un pez!",Sebastian Jessen,Louise Fribo,Aventura,18000000,5600000,6.6,0
Hell Hole,John Adams,Toby Poser,Terror,1000000,0,5.4,0
Curso 1984,Perry King,Merrie Lynn Ross,Acción,4300000,0,6.4,0
El hombre lobo,Lon Chaney Jr.,Maria Ouspenskaya,Terror,180000,0,6.982,0
Somos osos: La película,Eric Edelstein,엠버 리우,Animación,0,0,7.8,0
Pengabdi Setan 2: Communion,Bront Palarae,Tara Basro,Drama,900000,5909528,7.0,1
The Killer (El asesino),Chow Yun-fat,Sally Yeh,Acción,0,2350174,7.6,0
セーラー服 百合族,水上功治,山本奈津子,Drama,0,0,5.8,0
El hombre que conocía el infinito,Dev Patel,Devika Bhise,Drama,0,11472454,7.177,0
Wishmaster 2: El mal nunca muere,Chris Weber,Holly Fields,Fantasía,2500000,0,5.5,0
Un espacio entre nosotros,Asa Butterfield,Britt Robertson,Romance,30000000,14793385,7.1,0
맛,Jung Myung-seo,Yoo Da-eun,Drama,0,0,6.0,0
Milagro en la celda 7,류승룡,박신혜,Drama,0,80300000,7.9,0
Confesiones íntimas de una cortesana china,岳華,Lily Ho,Acción,0,0,6.3,0
Top Secret!,Val Kilmer,Lucy Gutteridge,Comedia,9000000,20500000,7.1,1
Acrimony,Lyriq Bent,Taraji P. Henson,Drama,20000000,34800000,6.7,1
Species IV: El despertar,Ben Cross,Helena Mattsson,Terror,3800000,0,4.7,0
La gran exclusiva,Rufus Sewell,Gillian Anderson,Drama,0,0,6.4,0
